Tanggal,Judul,Pengarang,Abstrak
01/08/2013,Analisis performa strategi replikasi dan pencarian dokumen dalam sistem peer-topeer yang memanfaatka konsep lokalitas dan popularitas dokumen,Muhammad Rezqi,"Pertukaran data secara peer-to-peer telah berhasil mendapatkan popularitas dengan cepat terutama di industri pengiriman media digital seperti musik dan video. Beberapa penelitian menunjukkan bahwa penggunaan bandwidth untuk jaringan peer-to-peer mencapai 60% dari total lalu lintas internet. Meningkatnya penggunaan aplikasi peer-to-peer, mengakibatkan dependensi antara peer di dalam sistem. Satu peer saja yang hilang atau mati bisa mengakibatkan kegagalan bagi peer-peer lainnya karena data yang ada di peer tersebut ikut hilang. Penelitian ini bertujuan mengembangkan strategi replikasi dan pencarian dokumen yang memanfaatkan konsep lokalitas dan popularitas dokumen. Dokumen-dokumen populer yang dimiliki oleh suatu peer dibuat replikanya ke peer lain yang memiliki kemiripan koleksi dengan peer tersebut. Penulis melaksanakan simulasi untuk menguji strategi yang diusulkan dengan memodifikasi simulator untuk locality-aware peer-to-peer system yang telah dikembangkan sebelumnya oleh peneliti lain (Hamzah, 2007). Hasil penelitian menunjukkan bahwa strategi yang diusulkan penulis menunjukkan peningkatan performa dibandingkan dengan strategi lain yang merepresentasikan bentuk default dari strategi server-side replication dan client-side replication. Penelitian juga menunjukkan bahwa strategi ini menunjukkan performa yang baik di situasi dimana sebaran query lebih diutamakan untuk dokumen yang populer dan sesuai dengan specialty dari peer yang menginisiasi query."
01/08/2013,Analisis penjaminan kualitas sistem informasi zakat (SIZAKAT) melalui software testing,Abdul Haris,"Sistem Informasi Zakat (SIZakat) merupakan sistem informasi berbasis web yang digunakan untuk membantu proses pengelolaan zakat di Masjid Imam Bonjol Pondok Labu Jakarta Selatan. Pada tugas akhir ini, penulis melakukan pengujian (testing) terhadap aplikasi SIZakat untuk mengetahui kualitas dan kelayakan. Penulis melakukan enam macam pengujian yaitu Unit Testing, Integration Testing, Stress Testing, Load Testing, SQL Injection Testing, dan XSS Injection Testing. Selain untuk menjamin kualitas SIZakat, diharapkan hasil pengujian SIZakat menjadi acuan untuk perbaikan mutu kedepannya. Hasil pengujian menunjukkan SIZakat memiliki fungsional yang akurat, keamanan yang baik, dan performance yang bagus."
01/08/2018,Analisis Faktor yang Memengaruhi Loyalitas Elektronik (E-loyalty) Pengguna Ride'hailing Indonesia Menggunakan Perspektif Elaboration Likelihood Model,Poppy Buana Mega Putri,"ABSTRAK Nama : Poppy Buana Mega Putri Program Studi : Sistem Informasi Judul : Analisis Faktor yang Memengaruhi Loyalitas Elektronik (E-loyalty) Pengguna Ride-hailing Indonesia Menggunakan Perspektif Elaboration Likelihood Model Pembimbing : Dr. Achmad Nizar Hidayanto, S.Kom., M.Kom., Fatimah Azzahro, S.Kom., M.Sc. Penelitian ini bertujuan untuk menganalisis faktor yang memengaruhi loyalitas elektronik (e-loyalty) pengguna ride-hailing Indonesia. E-loyalty pada penelitian ini direpresentasikan dalam bentuk e-WOM dan continuance usage intention. Model pada penelitian ini dikembangkan mengikuti pola cognitive-affective-conative untuk membentuk loyalitas dan menjadikan teori Elaboration Likelihood Model (ELM) untuk menjelaskan perilaku loyalitas. Penelitian ini menggunakan pendekatan kuantitatif inferensial dengan total responden yang valid sebanyak 705. Penelitian ini menggunakan Covariance Based-Structural Equation Modelling (CB-SEM) sebagai metode analisis data dengan bantuan tools berupa AMOS 21. Berdasarkan hasil analisis, diperoleh bahwa semua variabel yang dievaluasi melalui rute pusat (information quality, service quality) dan rute perifer (system quality, reputation, structural assurance) pengguna terbukti memengaruhi e-satisfaction dan e-trust sehingga dapat membentuk e-loyalty. Selain itu, diketahui juga bahwa inertia dan switching barrier merupakan variabel kontrol yang dapat memengaruhi continuance usage intention. Kata kunci: Electronic loyalty, ride-hailing, elaboration likelihood model, covariance based-structural equation modelling"
01/08/2018,Analisis dan Perancangan Sistem Informasi Penunjang Proses Pembelajaran Klinik di Rumah Sakit Pendidikan: Studi Kasus Fakultas Kedokteran UI dan RSUPN Dr. Cipto Mangunkusumo,Idris Izzaturrahman Haidar,"ABSTRAK Nama : Idris Izzaturrahman Haidar Program Studi : Sistem Informasi Judul : Analisis dan Perancangan Sistem Informasi Penunjang Proses Pembelajaran Klinik di Rumah Sakit Pendidikan: Studi Kasus Fakultas Kedokteran UI dan RSUPN Dr. Cipto Mangunkusumo Indonesia membutuhkan tenaga kesehatan yang berkualitas untuk meningkatkan kesejahteraan masyarakat di bidang kesehatan. Institusi pendidikan berperan dalam menyediakan tenaga kesehatan professional melalui pengadaan berbagai program pendidikan kesehatan. Universitas Indonesia (UI) sebagai institusi yang memiliki peran tersebut memiliki sejumlah fakultas Rumpun Ilmu Kesehatan, salah satunya Fakultas Kedokteran (FKUI), yang proses pendidikannya didukung oleh rumah sakit pendidikan. Di dalam rumah sakit pendidikan, mahasiswa FKUI mendapatkan pengalaman langsung menangani pasien sehingga lebih siap menjalani kerja nyata melalui proses pembelajaran klinik. Proses pembelajaran klinik melibatkan aktivitas rekam medis yang memudahkan dokter memantau perkembangan pasien serta memudahkan mahasiswa dalam memperoleh materi pembelajaran. Pembelajaran klinik di rumah sakit pendidikan dapat ditingkatkan mutunya dengan bantuan sistem informasi. Penelitian ini dimaksudkan untuk menganalisis proses pembelajaran klinik yang diselenggarakan FKUI di rumah sakit pendidikan, khususnya yang melibatkan aktivitas rekam medis, serta membuat rancangan sistem informasi yang dapat mendukung proses pembelajaran klinik di rumah sakit pendidikan. Penelitian ini merupakan penelitian deskriptif dengan pendekatan kualitatif. Data penelitian ini diperoleh dari wawancara dan analisis dokumen. Hasil akhir dari penelitian ini yaitu analisis terhadap proses bisnis pembelajaran klinik yang berlangsung saat ini dan rancangan proses bisnis yang diharapkan setelah menerapkan sistem informasi dalam bentuk requirement definition, use case diagram, process modelling di dalam context diagram dan data flow diagram, data modelling dalam entity relationship diagram, serta user interface design dan implikasi teoritis serta praktis. Kata kunci: Rumah sakit pendidikan, pembelajaran klinik, rekam medis elektronik"
01/08/2023,Ektraksi Informasi beasiswa studi luar negri dari web,Taufiq Hadi Pratama,"ABSTRAK Nama : Taufiq Hadi Pratama Program Studi : Ilmu Komputer Judul : Ekstraksi Informasi Beasiswa Studi Luar Negeri dari Web Pembimbing : Rahmad Mahendra S.Kom., M.Sc. Penelitian ini bertujuan untuk mengembangkan sebuah sistem yang dapat mengumpulkan dan mengubah data beasiswa yang tidak terstruktur menjadi terstruktur. Beasiswa di- anggap sebagai solusi bagi mahasiswa yang menghadapi kesulitan finansial. Informasi beasiswa mudah ditemukan dan disebarkan melalui halaman web di internet diband- ingkan melalui media cetak. Dalam penelitian ini, dilakukan penstrukturan data dari halaman web yang mengandung informasi beasiswa secara umum. Teknik ekstraksi informasi digunakan untuk mengambil data penting dari informasi beasiswa yang akan dimasukkan ke dalam rancangan data terstruktur berbentuk Entity Relationship Diagram (ERD). Data tekstual dari beberapa halaman web yang secara eksplisit menyediakan informasi beasiswa diambil melalui teknik web mining. Sebelum data diekstrak menjadi atribut ERD, data tekstual hasil web mining akan dipelajari dahulu untuk menemukan pola ekstraksi. Kemudian, beberapa contoh data tekstual tersebut diekstraksi dan dieval- uasi oleh penilai. Hasil evaluasi menunjukkan bahwa mempelajari pola pengetahuan dari data cukup membantu dalam proses ekstraksi. Penelitian ini memberikan kontribusi dalam pengembangan sistem yang efektif untuk mengumpulkan dan mengubah data beasiswa yang tidak terstruktur menjadi terstruktur. Kata kunci: Ekstraksi informasi, web mining, entity relationship diagram"
01/08/2023,Penggunaan deblurgan-V2 untuk meningkatkan ketajaman citra hasil rekaman kamera telepon pintar pada mesin translasi gerakan isyarat sibi ke teks,Aldi,"ABSTRAK Nama : Aldi Program Studi : Sarjana Ilmu Komputer Judul : Penggunaan DeblurGAN-v2 untuk Meningkatkan Ketajaman Citra Hasil Rekaman Kamera Telepon Pintar pada Mesin Translasi Gerakan Isyarat SIBI ke Teks Pembimbing : Dr. Ir. Erdefi Rakun, M.Sc. Mempelajari bahasa isyarat bukanlah sesuatu yang mudah. Untuk membantu mempelajari bahasa isyarat, muncul penelitian mesin translasi gerakan isyarat menjadi teks yang dapat dibaca. Untuk penggunaan secara luas, terdapat mesin translasi gerakan isyarat menjadi teks memanfaatkan telepon pintar. Hasil teks yang dihasilkan oleh mesin translasi bergantung terhadap masukkan rangkaian gerakan isyarat. Masukkan ini dapat diperoleh melalui rekaman kamera telepon pintar. Ketika gerakan isyarat bergerak lebih cepat dibandingkan penangkapan bingkai oleh kamera, hasil rekaman menjadi kabur. Rekaman yang kabur akan membuat mesin translasi tidak dapat melakukan prediksi dengan baik. Salah satu solusi untuk mengurangi kabur pada gambar adalah dengan melakukan deblurring. Penelitian ini akan menggunakan metode DeblurGAN-v2 untuk mengurangi tingkat kabur pada bingkai dan menguji hasilnya pada mesin translasi gerakan isyarat SIBI ke teks. Mesin translasi gerakan isyarat SIBI ke teks memperoleh hasil teks yang cukup baik pada data berlatar belakang hijau. Hasil Nugraha dan Rakun (2022) memperoleh 2,986% WER (Word Error Rate), 83,434% SAcc (Sentence Accuracy), dan TC (Time Computation) menggunakan RetinaNet sebesar 0.038 detik per frame pada data berlatar belakang hijau. Hasil evaluasi juga menemukan kekurangan kualitas hasil prediksi dikarenakan masukkan bingkai yang kabur. Penelitian ini mencoba mengatasi masalah bingkai yang kabur dengan menggabungkan metode deblurring ke dalam sistem mesin translasi gerakan isyarat dan mengukur kinerja dengan WER, SAcc, dan TC. Terjadi penambahan TC akibat penambahan metode deblurring, dan untuk mengurangi TC, digunakan nilai ambang batas agar tidak semua bingkai di-deblur. Peneliti menemukan bahwa dengan menambahkan proses deblurring, terjadi peningkatan kinerja mesin translasi gerakan isyarat dari 2.37% WER dan 87.85% SAcc menjadi 1.95% WER dan 89.28% SAcc (tanpa ambang batas) dan 1.96% WER dan 89.28% SAcc (dengan ambang batas) pada data berlatar belakang hijau. Mesin translasi gerakan isyarat menjadi teks tanpa metode deblurring memerlukan TC 0.8036 detik per frame dan setelah menambahkan metode deblurring menjadi 0.8650 detik per frame (tanpa ambang batas) dan 0.8436 detik per frame (dengan ambang batas). Kata kunci: SIBI, Blurry Image Enhancement, DeblurGAN-v2, Sign Language Recognition"
01/08/2023,Evaluasi usability perbaikan desain antarmuka aplikasi maxim dengan pendekatan user-centered design,"Dinar Sulistyorini, Rajendra Daniel Saksono, Syifa Rizka Sagita","ABSTRAK Nama Mahasiswa 1 : Dinar Sulistyorini Nama Mahasiswa 2 : Rajendra Daniel Saksono Nama Mahasiswa 3 : Syifa Rizka Sagita Program Studi : Sistem Informasi Judul Skripsi : Evaluasi Usability dan Perbaikan Desain Antarmuka Aplikasi Maxim dengan Pendekatan User-Centered Design Pembimbing 1 : Prof. Dr. Dra. Kasiyah, M.Sc. Pembimbing 2 : Dr.Eng. Lia Sadita, S.Kom., M.Eng. Penelitian ini didasari oleh tampilan antarmuka aplikasi Maxim sebagai aplikasi penyedia layanan ride-hailing yang belum memenuhi kebutuhan penggunanya di Indonesia dari segi usability. Aplikasi ini telah hadir di Indonesia sejak 2018 dengan misi membantu masyarakat melakukan perjalanan secara berkelanjutan. Namun, aplikasi yang relatif baru digunakan ini memiliki tingkat usability yang lebih rendah jika dibandingkan dengan aplikasi serupa lainnya, seperti Gojek atau Grab. Oleh karena itu, penelitian berupa evaluasi usability ini dilakukan dengan tujuan menemukan permasalahan yang dialami pengguna dan mengembangkan solusi dalam bentuk desain antarmuka alternatif untuk meningkatkan pengalaman pengguna pada aspek usability. Penelitian ini menggunakan metode User-Centered Design (UCD) dengan dua iterasi yang masing-masing menghasilkan desain high-fidelity. Berdasarkan survei (n = 132) dan wawancara daring (n = 10), teridentifikasi 77 kelompok masalah berdasarkan prinsip Usability Heuristic yang kemudian dikaitkan dengan 93 solusi desain berdasarkan prinsip Shneiderman's Eight Golden Rules of Interface Design. Selanjutnya, usability hasil pengembangan solusi desain berdasarkan temuan iterasi tersebut dievaluasi menggunakan moderated usability testing (UT) dan penyebaran kuesioner System Usability Scale (SUS) secara daring. Hasil akhir evaluasi kuantitatif UT pada iterasi kedua menunjukkan peningkatan rata-rata keberhasilan responden menyelesaikan skenario secara sempurna, dari 64,24% menjadi 90,48%, dengan penurunan rata-rata waktu pengerjaan dari 41,25 detik menjadi 26,69 detik. Hasil tersebut juga didukung oleh skor SUS sebesar 88,97, menunjukkan desain yang sangat baik dan dapat diterima oleh pengguna. Hasil evaluasi kualitatif dari UT juga selaras dengan perolehan tersebut, mayoritas responden merasa lebih mudah memanfaatkan fitur-fitur yang disediakan aplikasi. Dengan demikian, penelitian ini mampu meningkatkan usability dari desain aplikasi dan menjadi rekomendasi untuk perbaikan serta landasan penelitian lebih lanjut. Kata kunci: Ride-hailing, usability, Usability Heuristic, usability testing, System Usability Scale (SUS), Shneidermans Eight Golden Rules of Interface Design"
01/09/1993,Aplikasi interpolan pada kesalahan lokal solusi persoalan syat awal persamaan diferensial biasa/ Sutara,Sutara,"""Software standar persoalan syarat awal secara tidak langsung mengontrol kesalahan global suatu integrasi dengan mengestimasi dan membatasi kesalahan lokal pada setiap langkah. Meskipun teknik ini terbukti efisien, ada kelemahan-kelemahan pada hubungan antara keakuratan yang diperoleh dengan toleransi yang ditetpkan yaitu ketergantungan terhadap masalah. Akan ditunjukkan bahwa untuk kelas metode """"non-stiff"""" yang didasarkan pada formula RK yang berhubungan dengan interpolan, suatu pendekatan alternatif untuk kontrol kesalahan mempunyai keuntungan yang berarti. Pendekatan baru ini didasarkan secara langsung pada estimasi dan usaha pembatasan defect yang dibentuk oleh interpolan pada setiap langkah integrasi. Dengan pendekatan seperti ini keterhubungan antara akurasi yang diperoleh dan toleransi yang ditetapkan menjadi hampir bebas masalah."""
01/09/1993,Simulasi paralel pada model erew SIMD untuk algoritma lintasan terpendek dari DIJKSTRA/ Tjahjono Teguh,"Tjahjono, Teguh",TIDAK ADA ABSTRAK
01/09/2010,Modifikasi dan pengembangan sistem deteksi asap berbasis video,Lutfi Ardiansyah,"Saat ini banyak berkembang penelitian mengenai deteksi asap dengan menggunakan kamera video untuk deteksi dini kebakaran. Salah satunya adalah sistem deteksi asap berbasis video dengan menggunakan Adaptive Gaussian Mixture Model dan sistem inferensi fuzzy. Namun sistem tersebut masih perlu untuk dikembangkan lagi, terutama pada bagian segmentasi objek asap dan kriteria asap yang berbahaya. Pada penelitian ini, dilakukan perbandingan metode segmentasi objek Adaptive Gaussian Mixture Model tersebut dengan model lain yang menggunakan metode Bayesian. Hasil yang lebih baik ditunjukkan oleh metode pertama. Selanjutnya, modifikasi aturan pada sistem inferensi fuzzy menghasilkan peningkatan dalam hal kategorisasi asap yang berbahaya."
01/09/2010,"Perbandingan clustering citra menggunakan kombinasi fitur warna, tekstur dan bentuk",Purwanto,"Penelitian terkait Content Based Image Retrieval (CBIR) salah satunya adalah Clustering Citra. Proses pengelompokkan citra dilakukan berdasarkan kemiripan karakterisik suatu citra. Parameter kemiripan suatu citra dilihat berdasarkan fiturfitur yang terkandung di dalam citra. Fitur-fitur ini perlu diekstrak dari dalam citra. Proses ini dikenal sebagai feature extraction. Pada penelitian ini kita menggunakan tiga buah fitur yaitu warna, tekstur dan bentuk. Fitur warna yang diekstrak adalah warna Red Green Blue . Sedangkan fitur tekstur diekstrak menggunakan Gray Level Co-occurent Matrix dan fitur bentuk diekstrak menggunakan Fourier descriptors. Setelah proses ini selesai, proses selanjutnya adalah mengelompokkan citra berdasarkan kemiripan fiturnya. Pada penelitian ini digunakan algoritma Fuzzy C-Means Clustering. Penelitian ini ditujukan untuk menganalisis pengaruh kombinasi fitur citra terhadap akurasi hasil clustering citra. Pada penelitian ini terlihat bahwa kombinasi fitur citra tidak selamanya meningkatkan kinerja clustering. Apabila kombinasi dilakukan dengan cara yang tepat dan proporsi yang tepat maka hasilnya akan meningkatkan kinerja, tetapi jika sebaliknya maka kinerja malah menurun. Kombinasi fitur warna dengan tekstur pada dataset COIL telah meningkatkan akurasi sebesar 1,11% bila dibandingkan dengan menggunakan warna saja dan meningkatkan akurasi sebesar 10% bila dibandingkan dengan menggunakan tekstur saja."
01/09/2010,Penerapan metode klasifikasi musik tradisional indonesia untuk perolehan informasi musik polifonik,Hendy Kusumo Nugroho,"Pada studi ini dilakukan penelitian perolehan informasi musik polifonik menggunakan musik tradisional Indonesia. Perolehan informasi musik polifonik ini dilakukan tanpa dan dengan menggunakan metode klasifikasi. Metode klasifikasi yang digunakan adalah Learning Vector Quantization (LVQ), TreeQ, LibSVM, serta gabungan antara LVQ-TreeQ-LibSVM. Fitur Mel Frequency Cepstral Coefficients (MFCC) dipilih sebagai representasi teks dari musik daerah Indonesia. Hasil penelitian menunjukkan bahwa penerapan klasifikasi dapat memperbaiki unjuk kerja perolehan informasi musik. Metode klasifikasi yang paling baik untuk klasifikasi musik tradisional Indonesia adalah LibSVM. Semakin baik hasil klasifikasinya maka semakin baik pula hasil perolehan informasinya. Ekstraksi fitur MFCC sebagai representasi teks dari musik daerah Indonesia memberikan hasil yang baik untuk proses klasifikasi namun memberikan hasil yang kurang baik untuk proses perolehan informasi."
01/09/2010,Studi banding metode perolehan gambar untuk mendapatkan keanekaragaman hasil pencarian,Bilih Priyogi,"Penelitian ini melakukan studi yang bertujuan untuk meningkatkan keanekaragaman pada hasil perolehan gambar, dengan tetap memperhatikan segi keakuratan hasil pencarian. Pada penelitian digunakan berbagai metode pencarian teks dan gambar yang dikombinasikan dengan metode pengelompokan, reranking dan pseudo relevance feedback. Berdasarkan hasil eksperimen, beberapa metode terbukti dapat meningkatkan keanekaragaman pada hasil perolehan gambar diantaranya yaitu metode pengelompokan tekstual dengan algoritma Suffix Tree Clustering (13.48%), metode pencarian dengan image searcher colorDistributionApt (15.03%) dan metode pengelompokan visual dengan algoritma k-means clustering berdasarkan fitur visual AutoColorCorrelogram dan CEDD (13.09%). Lebih lanjut lagi, metode re-ranking berdasarkan fitur visual pada hasil pencarian secara tekstual dan metode pseudo relevance feedback berdasarkan informasi tekstual juga terbukti dapat meningkatkan keanekaragaman hasil pencarian."
01/09/2010,Evaluasi teknik perolehan informasi pada dokumen web iklan,Rifqi Fuadi,"Periklanan online telah menjadi model bisnis utama yang mendukung dan menjadi bagian signifikan dalam dunia Web, termasuk di dalamnya mesin pencari Web dan situs dengan konten yang besar jumlahnya. Perolehan informasi periklanan merupakan bagian dari perolehan informasi yang secara spesifik membahas topik tentang perolehan informasi terhadap iklan. Sistem komputasi periklanan menggunakan banyak teknik-teknik perolehan informasi di samping berbagai pendekatan yang dikembangkan dalam model statistik dan pembelajaran mesin, pemrosesan data dalam skala besar, optimisasi, mikroekonomi serta interaksi manusia dan komputer. Penelitian ini menggunakan koleksi dokumen Web iklan dan 25 kueri beserta dokumen keputusan relevan yang dibuat secara manual. Dalam penelitian ini digunakan beberapa teknik antara lain: penggunaan operator kedekatan kata, penggunaan teknik pengurutan ulang hasil perolehan dengan berdasarkan kepada daftar produk yang dibuat secara manual, dan perluasan kueri dengan berdasarkan kepada similarity thesaurus. Proses evaluasi hasil perolehan dihitung berdasarkan nilai precision-recall dengan menggunakan nilai rata-rata precision (Mean Average Precision) sebagai pengukur unjuk kerja dari sistem perolehan informasi. Hasil dari penelitian ini menunjukkan penggunaan teknik perluasan kueri dengan menggunakan similarity thesaurus dengan penambahan dua kata menghasilkan peningkatan nilai MAP tertinggi sebesar 24.65% dibandingkan dengan kueri awalnya. Hasil lain dari teknik perluasan kueri dengan menggunakan similarity thesaurus diperoleh nilai peningkatan MAP sebesar 8.11%, 0.26%, dan -2.72% diabndingkan kueri awalnya, pada penambahan kata sebanyak lima, sepuluh, dan lima belas kata."
02/01/2002,Pengembangan lanjut grafis antarmuka pengguna pada web-based concept mapping/ Rizky Yulianto P.,"Yulianto P, Rizky","Tujuan dari penelitian ini adalah untuk mengembangkan lebih lanjut pemetaan stcutural knowledge manusia, dengan menggunakan teknik concept mapping dan menggunakan aplikasi yang berbasiskan web. Pengembangan aplikasi ini sebelumnya sudah dibuat oleh [YUD01], dan akan dilakukan pengemangan-pengembangan untuk mempermudah penggunaan serta pemetaan structural knowldege tersebut. Pengembangan-pengembangan yang dilakukan adalah pengembangan dalam kemudahan pembentukan node-node dan keterhubungan antar node dalam concept mapping tersebut, serta kemampuan aplikasi untuk mempresentasikan node-node dalam bentuk gambar visual. Kemudian setelah itu perbandingan kemudahan penggunaan aplikasi yang lama aplikasi yang dibuat dalam pemetaan structural knowledge. Uji coba dilakukan dengan cara pemakai memakai langsung aplikasi ini, lalu pemakai tersebut diminta memberikan penilaian terhadap aspek-aspek yang dibandingkan antara aplikasi ini dengan aplikasi yang lama. Dari hasil penelitian dapat diambil kesimpulan bahwa dengan penambahan fasilitas-fasilitas serta kemudahan-kemudahan dalam aplikasi ini, maka penggunaan apliasi tersebut dapat lebih membantu untuk memetakan structural knowldege manusia."
02/01/2002,Kinerja PPN-teroptimasi berbasis algoritma genetika dalam pengenalan aroma 2 campuran/ Herry,Herry,"Penggunaan Jaringan Neural Buatan (JNB) saat ini telah dikembangkan luas. Salah satu bidang yang menggunakan JNB sebagai alat untuk memecahkan permasalahan adalah pengklasifikasian pola, dimana jenis arsitektur yang digunakan adalah probabilistic Neural Network (PNN). Hal yang perlu diperhatikan dalam penggunaan PNN sebagai sistem klasifikasi adalah penentuan struktur jaringan, yaitu penentuan ukuran jaringan, lokasi neuron-neuron pada lapiran pola, dan nilai parameter smoothing. Stuktur jaringan PPN akan menentukan kinerja dalam proses klasifikasi baik tingkat pengenalan maupun biaya komputasi yang diperlukan. Karena itu perlu adanya optimasi terhadap struktur PNN. Dan salah satu algoritma yang bisa digunakan adalah algoritma Supervised PPN Structure Determination. Algoritma supervised PNN structure Determination terdiri dari 2 bagian. Pertama, penentuan nilai parameter smoothing menggunakan algoritma genetika. Kedua, proses seleksi neuron menggunakan algoritma orthogonal. Dimana struktur yang dicari harus sesuai dengan toleransi tingkat kesalahan yang telah ditentukan. Dalam tugas akhir ini, akan dilakukan perbandingan kinerja antara PNN yang belum teroptimasi dan PNN yang telah teroptimasi menggunakan algoritma Supervised PNN Strukture Determination. Dalam percobaan, digunakan data aroma 2 campuran dari Sistem Penciuman Elektronik yang menggunakan 16 sensor. Kinerja yang dibandingkan meliputi tingkat pengenalan baik data pelatihan maupun data pengujian, dan biaya komputasi yang diperlukan untuk melakukan klasifikasi"
02/01/2003,Rancangan dan implementasi aplikasi remote phonebook dan smart messaging/ Arianto Catur Nugroho,"Nugroho, Arianto Catur","Salah satu kebutuhan terpenting manusia adalah untuk dapat saling berhubungan satu dengan yang lainnya. Perkembangan teknologi juga telah membantu manusia dalam memenuhi kebutuhan tersebut. Akan tetapi dibalik semua kenikmatan yang diberikan oleh kemajuan teknologi tersebut, ada permasalahn-permasalahan baru yang harus dihadapi oleh para pengguna. Permasalahan-permasalahan ini jika tidak diselesaikan akan menganggu proses kelancaran komunikasi antara pihak-pihak yang terkait. Tugas akhir ini akan membahas permasalahan-permasalahan yang ditimbulkan dengan adanya perkembangan teknologi yang ada. Kemudian akan dilanjutkan dengan analisa masalah dan memberikan tawaran solusi atas permasalahan yang ada dengan berdasarkan atas kebutuhan yang disebabkan permasalahan baru tersebut. Analisa masalah ini kemudian akan dikembangkan menjadi analisa fungsional, yang akan menjelaskan fungsi-fungsi yang harus dimiliki oleh sistem yang bersangkutan. Berikut nya akan dijelaskan mengenai rancangan dari sistem yang akan dibangun, mulai dari sewuence diagram, data model diagram dan class diagram dan dilanjutkan dengan penjelasan mengenai implementasi dari sistem tersebut, yaitu mengenai protokol yang dibuat, aplikasi-aplikasi pendukung yang digunakan serta library-library yang digunakan. Setelah itu akan ditunjukkan mengenai ujicoba yang dilakukan dan penjelasan mengenai kesimpulan yang diambil"
02/01/2003,Implementasi constructive solid geometry (CSG) dengan metode ray tracing/ Kusumasari Dwiana,"Kusumasari, Dwiana","Constructive Solid Geometry (CSG) adalah suatu Solid Modelling Representation yang menggunakan obyek-obyek primitif dan seperangkat operasi Boolean Regularized untuk mengkonstruksi obyek solid. CSG dapat menggunakan bermacam-macam obyek primitif, seperti bola, balok, silinder, kerucut, dan lain-lain. Namun karena keterbatasan waktu dan adanya kesulitan dalam pengimplementasian aplikasi, pada tugas akhir ini obyek primitif yang digunakan hanyalah obyek balok. Sedangkan Boolean operator yang digunakan untuk mengimplementasikan CSG pada tugas akhir ini adalah metode ray tracing. Tugas akhir ini bertujuan untuk memodelkan obyek-obyek solid yang dapat dibentuk dengan menggunakan CSG yang primitifnya balok, dan menganalisa CSG secara kualitatif dan kuantitatif. Analisa kualitatif dilakukan dengan cara menganalisa properti solid representation apa saja yang dipenuhi oleh CSG. Sedangkan analisa kuantitatif dilakukan dengan cara menganalisa alokasi memori dan waktu yang digunakan oleh aplikasi CSG. Implementasi aplikasi CSG ini menggunakan bahasa pemograman Java yang dilengkapi dengan Java 3D API untuk menvisualisasikan obyek solid."
02/01/2003,Pengembangan metode fusi informasi untuk memperbaiki citra tematik/ Wisnu Adiarso Indrasworo,"Indrasworo, Wisnu Adiarso","""Klasifikasi citra inderaja merupakan salah satu teknik yang penting dalam pembuatan petas suatu wilayah. Hasil dari klasifikasi citra inderaja berupa peta tematik(thematic map) dimana setiap titik (pixel) termasuk di dalam sebuah kelas. Karena adanya gangguan sensor dan keterbatasan algoritma, peta tematik yang diperoleh mengandung banyak gangguan yang berbentuk """"salt and pepper"""" yaitu berupa wilayah-wilayah kecil yang terisolasi dan tidak periodik sehingga menghasilkan batas antar wilayah yang tidak pasti. Metode Information Fusion (Fusi Informasi) dapat digunakan untuk memperbaiki kualitas citra tematik hasil proses klasifikasi. Langkah-langkah fusi informasi teridiri dari proses: 1.Deteksi sisi; 2. Segmentasi; 3. Fusi Informasi Tugas akhir ini mengembangkan metode fusi informasi dengan menambahkan: 1. Proses filtering untuk memperbaiki hasil deteksi sisi; 2. Proses untuk menangani masalah wilayah yang terisolasi/tidak terdefinisi Evaluasi hasil penerapan metode Fusi Informasi dilakukan secara visual (subyektif). Dari penerapan terhadap citra multispektral dapat dilihat bahwa jumlah wilayah terisolasi berkurang namun perbaikan garis batas wilayah dengan informasi sisi tidak terlihat jelas karena detil gambar yang cukup kompleks, untuk itu digunakan citra foto hasil rekaman dari kamera dimana informasi sisi terlihat lebih kecil. Kata kunci: image segmentation; edge detection, smooth filtering, fusion, region, growing"""
02/01/2003,Pemodelan daun dengan l-system/ Kiki Pratiwi,"Pratiwi, Kiki","""L-system memungkinkan kompleksitas alam dapat didefinisikan dengan beberapa parameter dan aturan. Hal ini disebabkan L-System memanfaatkan tingkat kemiripan terhadap dirinya sendiri (self-similarity) yang sangat besar (OSC99]. Tugas akhir ini bertujuan untuk memodelkan bentuk-bentuk daun dengan menggunakan L-Systems, dan mendapatkan pola dari aturan-aturan yang membentuk jenis daun berikut, yaitu daun helai sederhana dan daun dengan helai seperti """"jari"""" Untk menghasilkan suatu bentuk daun dengan L-Systems digunakan metode penggambaran surfaces. Salah satunya adalah metode developmental surfaces yang menggunakan produksi dan turgle graphics untuk menggambarkan bentuk daun. Implementasi dari aplikasi ini menggunakan bahasa pemrograman Java yang dilengkapi dengan Java 3D API untuk menvisualisasikan daun."""
